crawlid,url,userinfo,message,pros,cons,title,make,model
42,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Jay from Cincinnati, Ohio","I researched this vehicle for 2 years before buying the 2012 SLT V4. I was looking for something more fuel efficient and stylish than my 2008 Trailblazer. The terrain is a perfect fit and I average 25mpg. The interior is great and I love the features, including the sunroof that gives me two options for ventilation and the back door access from the front seat and via remote. The remote start is a nice feature and I appreciate the initiation of the AC in the summer months. My pioneer system is nice, but I do prefer I little more bump in my trunk! However, I love that I can hook up my ipod and listen to my own tunes if the XM or FM radio isn't doing it for me. For me, it is definately a family vehicle, so I dont absolutely need the V6 or V8 engine as my old trailblazer or current Pontiac Car. I feel confident in my purchase and would definately recommend to others. For the price, I think it is the best in its class. ","Style, Fuel economy, & Various features 
","The lack of backseat air circulation system, but when I am riding back their I still feel cool but crave a direct air vent circulation. The lack of sufficient acceleration in much needed situations like going up hill or lane changes. 
","Family SUV with Lots of Perks by Jay from Cincinnati, Ohio on 07/31/2012. Trim: 2013 GMC Terrain SLT-2, Owned less than 1 year. 3 ",GMC,TERRAIN
43,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Max","I would have to rate it up there with any of the best. The only other one I think might be better, or perhaps just a bit bigger is the Cadilac SUV or crossover. But, being as money doesn't grow on trees here in Wisconsin, I guess I will just be happy with my Terrain. ","My Terrain is a 2010 and I love it. With my other cars, my husband couldn't relax and stretch out. With our Terrain, he can sit back and enjoy himself. And if he doesn't feel good in the front seat, he will sit in the back. The ride is good from anywhere in the car. 
","There is nothing I really dislike about this car. Having never owned an SUV before, I am enjoying being up higher and seeing the road a whole lot better too. The color is fabulous too and until just recently, there have not been hardly any of this color on the road. I guess some people finally got smart and got this color too. It is fabulous 
","Grandma's Terrain by Max on 06/03/2012. Trim: 2013 GMC Terrain SLE-2, Owned less than 1 year. 3 ",GMC,TERRAIN
44,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y MaryBnSC","Overall, I am loving this car! I traded in a 2004 Tahoe with all the bells and whistles. I love the smaller size of the Terrain but don't feel like I gave up interior space or amenities. Love love love! ","I sell real estate and got this vehicle to use in my work. I am a tall (5'10"") woman. I adjusted the front driver seat comfortable for me, then sat in the back seats to see how my clients would feel. VERY roomy in the back seat, even while I was very comfortable in the front. We also looked at the Acadia, which offers more room overall. However, the back seats in the Acadia weren't nearly as comfortable or spacious as the Terrain. The back seats fold down very easy, allowing for plenty of room for my signs, etc. I love the dash with all of it's controls (touch screen). I've only had this car for 2 weeks and am loving it more and more every day! 
","What others say about the roof pillars (area between front/back doors) creating blind spots is true. However, you just learn to look a bit closer. The back up camera is handy, but doesn't take the place of looking both ways. I also noticed, while washing it (and my husbands' Honda) that the bumpers, etc are much more plastic feeling than what I'm used to. Hitting a curb or a big pot hole will probably cause more body damage than my previous vehicles. I also miss the dual climate controls (front and back), but the AC cools things down quickly. 
","My New Client Mobile! by MaryBnSC on 04/13/2013. Trim: 2013 GMC Terrain SLT-1, Owned less than 1 year. 2 ",GMC,TERRAIN
45,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","One of the Best and Most Appreciated New Vehicle I have ever owned and Driven ","Have owned a 2011 Terrain SLT2 for two years. The styling is very aggressive and appealing at the same time. I am a Hand-Waxer, and the smooth flowing lines are appreciated. Wisely chose V6 gave us 22 MPG according to the information Ctr. Almost 30000 miles, NO issues whatsoever. Northern Wisconsin and Michigan Winters are no problem with AWD. Very Excited, as being a GM Retiree, I can ""Tag"" vehicles, and although the Denali version ONLY comes in 4-5 ugly colors and BLACK interior, I just Tagged a Gray-Green Metallic Terrain Denali with a Light Titanium Interior, a vehicle the ""Build your own Terrain Denali"" site says you cannot build. perhaps New Colors for 2014??? 
","Absolutely nothing. 
","Everyone wants a Terrain! by An MSN Autos Consumer on 03/04/2013. Trim: 2013 GMC Terrain SLT-2 AWD, Owned 1 year. 2 ",GMC,TERRAIN
46,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Viv_","I went from a Nissan Pathfinder of 10 years to a GMC Terrain...huge change but I got tired of the getting gas twice a week and I needed something smaller and new. I was never a fan of American cars but I did say that if I were to get one it would be a GMC and I did. So far I love my white Terrain. ","Very beautiful style. I have a white Terrain and it looks very elegant, the front looks like a truck but drives like a car. So many features inside, can't go wrong with Satellite and Onstar. Is like driving in a cockpit. It is a V4 so if you live around hills, this is NOT the car for you. Not strong when getting into highways but from a V6 to a V4 it pays off, gas miles is good for me but don't go by the sticker. So if you like GMC and your pockets are in pain from gas prices, then get this car, only if you live in a flat environment with no hills or mountains. 
","Beware when driving with the rear windows down. You will experience ear pressure and a loud noise that you will need to close up the windows again. After I got the car I went online and this is a problem the Terrain has and GMC is aware of it. When parking it has limited view from the side mirrors, eventhough it has the rear camera, you still need to be careful parking. 
","Beautiful truck style with the softness of a sedan! by Viv_Long Island on 12/04/2012. Trim: 2013 GMC Terrain SLT-1, Owned less than 1 year. 2 ",GMC,TERRAIN
47,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Dennis from New Jersey","Very pleased with the purchase of this vehicle. ","i am 6'4"" and there is plenty of leg room in the front and rear seats. . The styling both inside and outside is nice. it is very quiet on the road and gives good acceleration with the 6 cylinder version. Takes rough roads very well and is easy to handle. i am pleased with the gas mileage so far. Getting around 17 mph in the city where the majority of my driving takes place. 
","Only downside, if any, is no rear seat vent for a/c but the front generates enough air to cool the rear. Since my wife and I only use the vehicle and we do not have kids this is not a problem. 
","Good buy! by Dennis from New Jersey on 09/08/2012. Trim: 2013 GMC Terrain Denali AWD, Owned less than 1 year. 2 ",GMC,TERRAIN
48,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","Over all great car.I went from a fully loaded Chevy Astro to the Terrain and it was an easier switch than I thought it would be.Very comfortable just hot in the backand cold in the front. :0/ And fyi I average 26mpg drive about 22 miles 1 way to work.So loving the mpgs too! ","Love the leg room that you get from any seat in the vehicle! I have a tall family. Myself being the shortest at 5'9 and my 15 yr old and husband clearing 6'3 nice to have that extra room! The back up camera and auto dimming rear view mirror is a sweet extra.And I feel better having the high head rest for safety and comfort reasons. Mpgs are good as well. Like the tough look too. not so much of a soccer mom look. 
","There are some blind spots on this car and I wish they would have put air vents in the back!!!!! BAD call not having rear vents! 
","Sweet Ride! by An MSN Autos Consumer on 08/01/2012. Trim: 2013 GMC Terrain SLE-2, Owned less than 1 year. 2 ",GMC,TERRAIN
49,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Jane Willis, TX","I love it - so pretty and NOT round! ","So easy to drive and comfortable. i can't wait to go on a road trip. Love all the gadgets and gizmos! 
","The acceleration. I drive slow anyways, but it doesn't have get up and go that a 6 cylinder would. 
","I love this thing! by Jane Willis, TX on 06/27/2012. Trim: 2013 GMC Terrain SLE-1, Owned less than 1 year. 2 ",GMC,TERRAIN
50,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Cous from Quebec","Near luxury...no question ","I really enjoy this vehicle. My last car was an Audi and the one before a Mercedes and I can say from experience that we don't give up anything in comfort and interior features with the Terrain! I shoild also mention that I have the 2.4 liter motor and adide from using the peddal a little differently I do not see much difference in acceleration. I am very satisfied! 
","no cons 
","SWEET!!! by Cous from Quebec on 09/28/2013. Owned less than 1 year. 1 ",GMC,TERRAIN
51,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Linda","Really like this vehicle if they could just figure out what is wrong with the collision alert system. ","Love the size and style of this vehicle. The ride is very comfortable. 
","We have had this vehicle for 7 months and this is the second time we have had to take it to be worked on for the Collision Alert System. You can be driving along, and today there wasn't even a car in front of us, and the collision alert goes off, the red alert starts beeping and it kicks off the cruise control and there is a slight push of the brakes. This has been happening off and on for a while and it doesn't seem like they can fix it. it is kind of scary when it happens. 
","Beautiful SUV by Linda on 09/20/2013. Trim: 2013 GMC Terrain Denali AWD, Owned less than 1 year. 1 ",GMC,TERRAIN
52,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Glen from Southeastern Pennsylvania","Would highly recommend to anyone who doesn't want to spend a fortune and still have room and a classy look. Not to mention the comfortable ride. ","I just traded my 2010 SLE in for a 2013 SLE. I do a lot of driving and in three years, put 93,000 miles on my Terrain. I did not have to put a single dime into any maintenance other than oil changes. I had the original brakes and tires on at trade in and they still have no issues! 
","There is nothing I dislike that is why I'm getting another. The blind sites that people mention are true, but all vehicles have some issues with blind spots here and there. 
","Practicality and Comfort by Glen from Southeastern Pennsylvania on 07/22/2013. Owned less than 1 year. 1 ",GMC,TERRAIN
53,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Karen","Love it!! ","We love our Terrain Denali; stylish and eye-catching. No ""truck ride""...very comfortable and plenty of room! 
","Nothing 
","Denali Lover by Karen on 05/18/2013. Trim: 2013 GMC Terrain Denali AWD, Owned less than 1 year. 1 ",GMC,TERRAIN
54,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Caitlin","Traded in a 2008 Ford Edge Limited for a 2013 GMC Terrain Denali and truly loved that I went with the deanali tag. It really is a beautiful car and rides BEAUTIFUL. ","I bought the deanli version so I love pretty much everything about it. The V6 301 HP is well worth the extra money 
","Only that the windows do not automatically go back up, no cooled seats and no push button start. 
","Amazing SUV by Caitlin on 05/06/2013. Trim: 2013 GMC Terrain Denali AWD, Owned less than 1 year. 1 ",GMC,TERRAIN
55,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Christine from La Center WA","I wouldn't trade it for the world! I figure that it is a trade off...if you want good gas mileage, buy a compact or a hybrid. If you want something more comfortable, but lower gas mileage, the terrain fits the bill. ","I love my terrain. I went from a Chrysler town and country to the terrain. I was hesitant at first because it didn't look like it has as much room as the van, but after I drove it I fell in love with it! The SLT has every bell and whistle that is available and I couldn't be happier. 
","There are 2 things that I dislike about it. 1 is the gas mileage ( I get 15 in town and 18 on the highway ), but I also have the 6 cylinder all wheel drive model. 2 is the fact that it has a bit of trouble getting up hills. I don't have a problem on the highway accelerating, but I live in Washington state and there are quite a few hills. 
","Stylish and Comfortable by Christine from La Center WA on 02/07/2013. Trim: 2013 GMC Terrain SLT-2 AWD, Owned 1 year. 1 ",GMC,TERRAIN
56,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14927&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y SactoDad","The Terrain is a great ""all-rounder"" and has ample room for a 3 or 4 person family. It reminds me of the classic station-wagon, a sadly defunct class of cars that were a good compromise between a sedan and a van.Don't expect sports sedan handling or acceleration. Expect competent handling and reasonable gas millage. ","Rides well over some of the worst roads in California. Road noise is there, but not intrusive even on grooved cement freeways. V6 has decent acceleration and pulls hills just fine. Comfortable front seats and the rear seat has great legroom. Controls are well laid out and it has 4 12v outlets inside, great for all those chargers. 1000 mile days on vacation were doable.Handling is crisp for this size of vehicle, brakes are strong and don't fade, even down the notorious Grapevine in SOCAL.Visibility is a bit limited out the sides and back, but not as bad as some others we drove in the same class. Out the front the relatively tall seating height gives a commanding view of the road ahead. 
","Better rear ventilation would be nice, the 100+ days can leave the rear seat a little stuffy if you don't crank up the fan. Body roll is well controlled... until it is not. Around town it seem impossible to fluster the traction control, even when flooring it and making a right turn up a steep hill. However, taking a curve a little to fast at 2 lane highway speeds or freeway speeds takes the normally surefooted handling and makes it squirrelly and the body roll becomes pronounced. The edge of the envelope seems to be a pretty sharp drop off. Never had a car with active traction control, so perhaps this is normal. 
","Solid ""All Rounder"" by SactoDad on 08/25/2012. Trim: 2013 GMC Terrain SLE-2, Owned less than 1 year. 1 ",GMC,TERRAIN
